Company,TypeName,Ram,Weight,TouchScreen,IPS,PPI,Cpu brand,HDD,SSD,Gpu brand,OS,Price
Dell,Notebook,8,0.9162907318741551,0,0,100.45466986113651,Intel Core i5,1000,0,AMD,Windows,10.639970046582542
MSI,Gaming,16,0.8754687373538999,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.14105450129298
HP,Notebook,4,0.62057648772511,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Others/No OS/Linux,9.875184369674535
Lenovo,2 in 1 Convertible,8,0.5877866649021191,1,1,157.3505121487356,Intel Core i7,0,512,Nvidia,Windows,11.601341447040118
Lenovo,Notebook,8,0.7419373447293773,0,1,86.05106133133977,Intel Core i5,1000,256,AMD,Windows,11.018284165624754
Asus,Notebook,2,0.5007752879124892,0,0,111.93520355955211,AMD Processor,0,0,AMD,Windows,9.268865850956626
Acer,Ultrabook,8,0.11332868530700327,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.872255357854845
HP,Notebook,16,0.3987761199573678,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.063134731790107
HP,Notebook,8,0.9669838461896731,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows,11.130176383145796
Acer,Gaming,16,1.4350845252893227,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows,11.543423631696015
Toshiba,Notebook,16,0.8754687373538999,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,11.221929106334594
MSI,Gaming,16,0.8754687373538999,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.470547260182666
Dell,Ultrabook,8,0.26236426446749106,0,0,276.053530085501,Intel Core i7,0,256,Intel,Windows,11.120757161229305
Asus,Gaming,16,0.7419373447293773,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.52464373704442
HP,Netbook,8,-0.030459207484708574,0,0,176.23257360658386,Other Intel Processor,0,512,Intel,Windows,11.529371878240365
Lenovo,Netbook,4,0.3364722366212129,1,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows,10.138875830266775
Toshiba,Notebook,16,0.8754687373538999,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,11.237488118934884
Dell,Notebook,6,0.8329091229351039,1,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows,10.060060439307305
Acer,Notebook,4,0.8020015854720274,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,10.403666298916729
Dell,Notebook,8,0.7884573603642703,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,Windows,10.868202667404223
HP,Notebook,8,0.3576744442718159,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.26789820240601
Lenovo,Notebook,4,0.7884573603642703,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows,10.336863503805128
Lenovo,2 in 1 Convertible,8,0.17395330712343798,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.288114524334732
HP,Notebook,6,0.712949807856125,0,0,141.21199808219862,AMD Processor,0,0,AMD,Windows,10.285461122475176
Toshiba,Notebook,4,0.1823215567939546,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows,11.061462490597744
Dell,Notebook,4,0.8064758658669485,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,10.578148918421471
HP,Notebook,4,0.7419373447293773,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Others/No OS/Linux,9.83063294843456
Apple,Ultrabook,8,0.3148107398400336,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac,11.555699396421488
Acer,Notebook,8,0.44468582126144574,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.780175546294757
Dell,Gaming,8,0.9400072584914712,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows,10.683645110085203
MSI,Gaming,16,0.8878912573524571,0,0,127.33567457123111,Intel Core i7,2000,256,Nvidia,Windows,11.778996083184301
Dell,2 in 1 Convertible,8,0.4382549309311553,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,Windows,10.46628456073464
HP,Notebook,4,0.8372475245337022,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows,11.056428922922915
Dell,Notebook,4,0.7793248768009977,0,0,100.45466986113651,Intel Core i5,1000,0,AMD,Windows,10.504965265847654
HP,Notebook,4,0.62057648772511,0,0,100.45466986113651,AMD Processor,500,0,AMD,Windows,9.669293165034833
Lenovo,Ultrabook,24,0.27763173659827955,0,0,122.3837316712388,Intel Core i7,0,512,Intel,Windows,11.751256776147379
Lenovo,2 in 1 Convertible,8,0.6931471805599453,1,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows,11.144911042902732
HP,Workstation,8,0.6418538861723947,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,11.285442512056921
Dell,Notebook,32,0.7227059828014898,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows,11.853716362735458
Lenovo,Notebook,4,0.6418538861723947,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,10.283659467741664
Lenovo,Notebook,8,0.7884573603642703,0,0,141.21199808219862,Intel Core i5,2000,0,Intel,Others/No OS/Linux,10.227464909398023
Asus,Notebook,4,1.0296194171811581,0,0,90.58340172449303,Other Intel Processor,1000,0,Nvidia,Windows,10.11974666035778
Lenovo,2 in 1 Convertible,8,0.26236426446749106,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.916751081300507
Acer,Gaming,8,0.8754687373538999,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux,10.657669623681942
Acer,Notebook,4,0.7884573603642703,0,0,141.21199808219862,Intel Core i7,500,0,Nvidia,Windows,10.435465480609668
Lenovo,Gaming,16,0.8754687373538999,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia,Windows,11.004648590381796
Dell,Notebook,8,0.7884573603642703,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,Others/No OS/Linux,10.372324000891181
Mediacom,Notebook,2,0.3364722366212129,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows,9.452024578163645
Samsung,Netbook,4,0.13976194237515863,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux,9.570272405833974
Dell,Notebook,8,0.494696241836107,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Others/No OS/Linux,10.968576149165093
HP,Netbook,2,0.1570037488096647,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows,9.317895278196945
Lenovo,Notebook,4,0.7884573603642703,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,Windows,9.83063294843456
HP,Notebook,8,0.712949807856125,0,0,100.45466986113651,AMD Processor,2000,0,AMD,Windows,10.419692282932575
HP,Notebook,4,0.7419373447293773,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows,10.126163794678414
Lenovo,Ultrabook,8,0.12221763272424911,0,1,157.3505121487356,Intel Core i5,0,0,Intel,Windows,11.511924964636645
HP,Gaming,16,1.208960345836975,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,11.204674904025435
Dell,Notebook,4,0.7884573603642703,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Others/No OS/Linux,9.591968421403333
Asus,2 in 1 Convertible,4,0.1823215567939546,1,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others/No OS/Linux,10.481345086360362
Lenovo,Notebook,4,0.7884573603642703,0,0,44.01946207398117,AMD Processor,0,128,AMD,Windows,9.83063294843456
Acer,Notebook,8,0.9162907318741551,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux,10.754345923917311
Asus,2 in 1 Convertible,12,0.8329091229351039,1,0,141.21199808219862,Intel Core i7,2000,0,Nvidia,Windows,10.70777173269934
Dell,Notebook,8,1.0402767116551463,0,0,127.33567457123111,Intel Core i7,1000,0,AMD,Others/No OS/Linux,10.738290533164013
Dell,Notebook,8,1.0296194171811581,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,Others/No OS/Linux,10.977716980635755
Acer,Gaming,8,0.8754687373538999,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux,10.53941655276426
Asus,Gaming,8,1.1631508098056809,0,0,127.33567457123111,AMD Processor,1000,256,AMD,Windows,11.144911042902732
MSI,Gaming,16,0.8878912573524571,0,1,254.67134914246222,Intel Core i7,2000,512,Nvidia,Windows,11.857498515504203
HP,Notebook,4,0.6678293725756554,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.06979587215689
HP,Notebook,4,0.7419373447293773,0,0,141.21199808219862,Intel Core i3,1000,128,AMD,Windows,10.188167121983652
HP,Notebook,8,0.6312717768418578,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,11.340108040487776
HP,Notebook,8,0.9162907318741551,0,0,106.11306214269258,Intel Core i3,0,256,Intel,Windows,10.436872940377548
Dell,Ultrabook,16,0.1906203596086497,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows,11.799206957067087
Dell,Ultrabook,8,0.47000362924573563,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Others/No OS/Linux,10.977716980635755
Lenovo,Notebook,4,0.7884573603642703,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux,9.861637279518702
Apple,Ultrabook,8,0.3148107398400336,0,1,226.98300468106115,Intel Core i5,0,256,Intel,Mac,11.473100972779063
Lenovo,2 in 1 Convertible,8,0.3148107398400336,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.44716312967751
Lenovo,Notebook,8,0.6418538861723947,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.952842367862882
HP,Notebook,8,0.6418538861723947,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows,11.026550473300178
Lenovo,Notebook,8,0.6418538861723947,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows,10.676292135779944
Dell,Notebook,4,0.7793248768009977,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,10.463245044716745
MSI,Gaming,16,1.4206957878372228,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,Windows,11.887251546940472
Lenovo,Notebook,6,0.7884573603642703,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,10.283659467741664
Lenovo,Gaming,32,1.5260563034950492,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,11.862769612046066
Lenovo,2 in 1 Convertible,8,0.3220834991691132,1,1,158.48253022174808,Intel Core i7,0,256,Intel,Windows,11.18267988243989
HP,Notebook,4,0.3987761199573678,0,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows,10.56311104105693
Asus,2 in 1 Convertible,8,0.09531017980432493,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.157152970843999
HP,Notebook,8,0.6471032420585384,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,10.55342238395318
Toshiba,Notebook,4,0.3852624007906449,0,1,157.3505121487356,Intel Core i5,0,128,Intel,Windows,10.983161640183987
HP,Notebook,8,0.7178397931503168,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,Windows,10.369151780182765
Dell,2 in 1 Convertible,8,0.4824261492442928,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,10.657682154931747
Asus,Notebook,8,0.9162907318741551,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,10.70777173269934
Lenovo,2 in 1 Convertible,8,0.35065687161316933,1,0,209.8006828649808,Intel Core i7,0,256,Intel,Windows,11.834974180925718
Acer,Notebook,4,0.8020015854720274,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,10.513700849999804
HP,Notebook,8,0.494696241836107,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows,10.931401459017525
Dell,Workstation,8,0.7227059828014898,1,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,11.450333208630004
Vero,Notebook,4,0.19885085874516517,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows,9.288274273063903
HP,Notebook,8,0.3576744442718159,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.684869359618002
HP,Notebook,4,0.712949807856125,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,10.584910269399515
Lenovo,Gaming,8,0.9162907318741551,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.056428922922915
HP,Notebook,8,0.9162907318741551,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows,10.927333190631044
Asus,Gaming,32,1.547562508716013,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,Windows,12.241725462844625
Dell,Gaming,16,1.1662709371419244,0,0,282.42399616439724,Intel Core i7,1000,256,Nvidia,Windows,11.167743084945378
Lenovo,Notebook,4,0.6418538861723947,0,0,100.45466986113651,Other Intel Processor,0,128,Intel,Others/No OS/Linux,9.576276649067632
Lenovo,Notebook,6,1.0296194171811581,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia,Windows,10.55342238395318
Dell,Ultrabook,8,0.1823215567939546,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.340108040487776
Dell,Notebook,8,0.6830968447064438,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.843535435202426
HP,Ultrabook,8,0.23111172096338664,0,0,125.36742798669837,Intel Core i5,0,256,Intel,Windows,11.52253514374866
Lenovo,Notebook,4,0.7884573603642703,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux,9.750081515393676
Lenovo,Gaming,16,1.1631508098056809,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.288114524334732
HP,Notebook,6,0.6471032420585384,0,1,141.21199808219862,AMD Processor,0,128,AMD,Windows,10.319265697988735
HP,Notebook,4,0.9969486348916096,0,0,127.33567457123111,AMD Processor,500,0,AMD,Windows,10.060060439307305
Dell,Gaming,8,0.9631743177730056,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.977716980635755
Acer,Notebook,4,1.1939224684724346,0,0,106.11306214269258,Intel Core i3,1000,0,Nvidia,Windows,10.369151780182765
Dell,Notebook,16,0.6575200029167941,0,0,141.21199808219862,Intel Core i5,0,512,Intel,Windows,11.238652353231751
Fujitsu,Notebook,4,0.8329091229351039,0,0,100.45466986113651,Intel Core i5,0,256,Intel,Windows,10.450993742936223
Dell,Ultrabook,8,0.20701416938432612,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.204674904025435
Dell,Gaming,16,0.9400072584914712,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,11.105867681227291
Lenovo,Notebook,8,0.8415671856782185,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Others/No OS/Linux,10.370822624347584
HP,2 in 1 Convertible,16,0.35065687161316933,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows,11.219074000897615
Dell,Gaming,16,0.9631743177730056,0,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows,11.401514683309674
Acer,Notebook,4,0.8754687373538999,0,0,100.45466986113651,AMD Processor,500,0,AMD,Windows,9.933985719261916
HP,Notebook,8,0.712949807856125,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.777955789556444
Asus,Gaming,16,1.0647107369924282,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,11.224776083346523
Toshiba,Notebook,4,0.5596157879354227,0,1,111.93520355955211,Intel Core i5,0,128,Intel,Windows,10.90311893251045
HP,Notebook,4,0.7419373447293773,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows,9.962013031516571
Razer,Gaming,16,0.6678293725756554,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,11.838443060873624
HP,Notebook,6,0.712949807856125,0,0,141.21199808219862,AMD Processor,0,0,AMD,Windows,10.285461122475176
Lenovo,Gaming,16,0.8754687373538999,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Others/No OS/Linux,11.21835894902589
Asus,Gaming,16,1.1631508098056809,0,0,127.33567457123111,AMD Processor,1000,256,AMD,Windows,11.320925866649002
Dell,Notebook,6,0.8329091229351039,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows,10.104611236292678
Dell,Notebook,16,0.8415671856782185,0,0,141.21199808219862,Intel Core i7,2000,0,AMD,Windows,10.873255868299653
Acer,Notebook,8,1.1939224684724346,0,0,106.11306214269258,Intel Core i3,1000,0,Nvidia,Windows,10.419692282932575
Toshiba,Ultrabook,8,0.1823215567939546,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.193004457928666
Dell,Gaming,16,1.472472057360943,0,0,169.78089942830815,Intel Core i7,1000,512,Nvidia,Windows,11.89782208458538
Dell,Netbook,4,0.4885800148186709,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows,10.587602061065226
Acer,Notebook,4,0.7419373447293773,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Others/No OS/Linux,9.99658437558166
Dell,Notebook,8,0.7561219797213337,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,10.619090308798832
HP,Notebook,8,0.4885800148186709,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.732493415479688
Asus,Notebook,4,0.5007752879124892,0,0,111.93520355955211,AMD Processor,0,64,AMD,Windows,9.603146168052769
Dell,Notebook,4,0.5877866649021191,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows,9.708902303129879
Asus,Gaming,16,1.3862943611198906,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux,10.881314302543597
Lenovo,Ultrabook,8,0.6729444732424258,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,11.526747893528283
Dell,Notebook,16,0.6575200029167941,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,11.313402478637915
Asus,Notebook,8,0.8628899551470398,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.977716980635755
Dell,Ultrabook,4,0.3364722366212129,0,1,165.6321180513006,Intel Core i5,0,256,AMD,Windows,10.682851144184026
Lenovo,Notebook,8,0.6678293725756554,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows,10.975895486507364
Lenovo,Notebook,4,0.7178397931503168,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,10.50497986449436
HP,Notebook,4,0.7419373447293773,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows,10.534467797525002
Dell,Notebook,2,0.7884573603642703,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows,9.913097231314559
Dell,2 in 1 Convertible,8,0.9820784724121582,1,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.658921971998408
Dell,Notebook,8,0.7793248768009977,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,10.704189639316835
Dell,2 in 1 Convertible,8,0.47000362924573563,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.064804181259648
Lenovo,2 in 1 Convertible,8,0.3148107398400336,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.219074000897615
Asus,Gaming,16,1.4586150226995167,0,1,127.33567457123111,Intel Core i7,1000,512,Nvidia,Windows,11.648784147353842
Lenovo,Notebook,4,1.0260415958332743,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows,10.353987209883721
HP,Notebook,4,0.6312717768418578,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,10.812893840917726
Dell,2 in 1 Convertible,8,0.44468582126144574,1,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,10.931153634628432
Asus,Notebook,4,0.5187937934151675,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows,10.126163794678414
Asus,Notebook,4,0.7419373447293773,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux,10.227464909398023
Lenovo,Notebook,8,0.7884573603642703,0,0,100.45466986113651,Intel Core i5,2000,0,Nvidia,Others/No OS/Linux,10.283659467741664
Dell,Ultrabook,8,0.20701416938432612,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows,11.204674904025435
Asus,2 in 1 Convertible,8,0.1823215567939546,0,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others/No OS/Linux,11.030873869571886
